hypernym(00260881,00260622).
derivationally_related_form(02701962,04161981).
derivationally_related_form(00121366,02079933).
has_part(11665372,11669335).
hypernym(04705324,05064037).
has_part(13629676,13628955).
also_see(01827535,00835609).
instance_hypernym(06452363,06429590).
derivationally_related_form(10671613,02406585).
derivationally_related_form(01009871,00277659).
derivationally_related_form(01180206,07800091).
hypernym(01921772,01923909).
derivationally_related_form(00156390,00770437).
hypernym(13602401,13600822).
hypernym(13070003,11590783).
derivationally_related_form(00373278,00466651).
hypernym(05861067,05855125).
hypernym(13850019,14429985).
derivationally_related_form(06428792,00995838).
derivationally_related_form(01440378,02982790).
hypernym(08251877,08240633).
also_see(02130524,00877083).
derivationally_related_form(01617192,09976429).
derivationally_related_form(00149699,01596404).
has_part(01312096,01276194).
hypernym(00770834,00770543).
hypernym(05380697,05418717).
derivationally_related_form(03239399,01310964).
hypernym(06486874,06481320).
instance_hypernym(10893830,10794014).
hypernym(02596381,02594250).
hypernym(01062253,00742320).
instance_hypernym(11052672,10350220).
hypernym(12030908,12030654).
verb_group(00359511,01569181).
hypernym(01256743,01256417).
hypernym(02804515,02766534).
hypernym(12002197,11579418).
hypernym(07080778,07081739).
instance_hypernym(09155306,08655464).
derivationally_related_form(02022486,09334396).
derivationally_related_form(02169352,05703429).
hypernym(00179060,00173338).
derivationally_related_form(06272290,10698064).
hypernym(07941729,00031264).
synset_domain_topic_of(03446528,00464894).
member_of_domain_usage(06718862,09698337).
derivationally_related_form(00838524,00755500).
member_meronym(01545889,01546039).
derivationally_related_form(01745722,06589574).
derivationally_related_form(00401783,00024814).
derivationally_related_form(05786372,00608808).
hypernym(01195584,00030358).
hypernym(12280886,11573173).
derivationally_related_form(10067011,06231191).
has_part(12926689,12927013).
hypernym(02729965,03183080).
member_of_domain_usage(06845599,03362393).
hypernym(04537919,03744276).
hypernym(06908159,06906971).
member_of_domain_region(08860123,07620327).
hypernym(11821415,11573660).
hypernym(03442756,03414162).
derivationally_related_form(05825245,00665886).
synset_domain_topic_of(06540284,08441203).
hypernym(09610660,00007846).
derivationally_related_form(00583461,02446164).
hypernym(01895263,01708676).
member_meronym(01609549,01609751).
hypernym(01930112,01922303).
derivationally_related_form(10594408,01917549).
hypernym(05602132,05289861).
derivationally_related_form(01374767,07395104).
hypernym(01651370,01626600).
derivationally_related_form(10163723,02332445).
hypernym(14535643,14534696).
derivationally_related_form(02641201,11778534).
hypernym(00857923,00859153).
synset_domain_topic_of(10064229,15259284).
member_of_domain_usage(07157273,02983507).
synset_domain_topic_of(05675715,06136258).
derivationally_related_form(02527085,05125377).
member_meronym(12944960,12945549).
hypernym(06663617,05661996).
hypernym(13474290,13549672).
derivationally_related_form(01503404,07961480).
derivationally_related_form(10717589,01206218).
derivationally_related_form(00815320,02439732).
member_meronym(13192025,13195151).
hypernym(11797722,13118707).
hypernym(01591697,01525720).
hypernym(00558963,00126264).
hypernym(13285176,13329641).
derivationally_related_form(00072012,13533886).
derivationally_related_form(10514962,01265246).
derivationally_related_form(10118382,01821634).
hypernym(08051946,08050678).
hypernym(02424085,02419796).
has_part(06589574,06387980).
derivationally_related_form(02442205,01124794).
derivationally_related_form(01331348,02805111).
hypernym(11852531,13100677).
member_meronym(08177030,08705397).
derivationally_related_form(05796423,00926472).
hypernym(14653416,14622893).
has_part(08927186,08928083).
hypernym(03283519,04074482).
derivationally_related_form(01467917,03112869).
hypernym(05703429,05702275).
instance_hypernym(08996871,08698379).
hypernym(12716166,11585340).
member_meronym(08188638,09920771).
hypernym(11769176,13112664).
hypernym(13622209,13615557).
derivationally_related_form(00755447,07186828).
hypernym(02653655,01429349).
hypernym(14748335,14747587).
derivationally_related_form(00125629,01405044).
derivationally_related_form(13425637,00524083).
hypernym(05529012,05303402).
hypernym(00994076,00993892).
derivationally_related_form(01853542,04224155).
member_meronym(08487504,08715390).
hypernym(00853445,00851933).
derivationally_related_form(04750764,01410363).
synset_domain_topic_of(00969506,06277280).
hypernym(07217924,07212190).
hypernym(03842377,03278248).
hypernym(00141524,00140967).
hypernym(05059132,05058580).
hypernym(13906936,13905792).
derivationally_related_form(07255998,10697879).
derivationally_related_form(05648459,00063277).
synset_domain_topic_of(06493392,06128570).
hypernym(01008903,01007924).
hypernym(06655388,06652242).
member_meronym(02621107,02621258).
derivationally_related_form(00452293,02003601).
hypernym(07510923,00026192).
derivationally_related_form(01018928,04717139).
hypernym(03343853,03467984).
has_part(08841956,08842258).
hypernym(09884815,09939313).
has_part(05309725,05309591).
derivationally_related_form(00020671,10195261).
member_meronym(02199712,02199999).
hypernym(00757730,00757080).
hypernym(00868799,00868196).
derivationally_related_form(15055633,00575720).
derivationally_related_form(02551602,03109399).
has_part(09189411,09172480).
hypernym(04289027,03736970).
member_of_domain_region(09044862,15187619).
hypernym(05574332,05289861).
derivationally_related_form(00971650,07202579).
derivationally_related_form(01989053,07477945).
member_meronym(08174398,08761244).
derivationally_related_form(10383816,01628449).
hypernym(00056930,01752495).
hypernym(01017222,02724417).
hypernym(02578233,02576223).
synset_domain_topic_of(02298471,01090446).
hypernym(01324610,00015388).
derivationally_related_form(07313518,00304422).
hypernym(02173373,02171869).
hypernym(02523784,00670261).
hypernym(02830157,04451818).
member_meronym(01726960,01733094).
member_meronym(01406092,01406904).
derivationally_related_form(07290278,00956405).
derivationally_related_form(02472033,13412321).
member_meronym(12039743,12081851).
derivationally_related_form(00329031,01888295).
hypernym(05655119,05653848).
hypernym(05792010,05790944).
hypernym(07723753,07723559).
derivationally_related_form(00996102,10513120).
derivationally_related_form(14994328,00266586).
hypernym(10557699,10330189).
hypernym(09973209,09972661).
hypernym(00409281,00126264).
hypernym(11907554,11575425).
member_of_domain_region(08820121,15200314).
hypernym(07025604,07071942).
derivationally_related_form(10019406,01977080).
hypernym(05237755,09257949).
member_of_domain_region(08766988,07983856).
hypernym(02301825,02205272).
hypernym(01962671,01960911).
hypernym(07375214,07373803).
hypernym(03051249,03323703).
hypernym(01165290,00273445).
instance_hypernym(08986526,08633957).
member_meronym(01682588,01682714).
hypernym(04956110,04955633).
instance_hypernym(11386503,10088390).
derivationally_related_form(07150850,00760956).
derivationally_related_form(09213828,01884577).
derivationally_related_form(07419599,10060621).
derivationally_related_form(02911332,01246095).
derivationally_related_form(05168261,02161432).
hypernym(06497872,06825863).
has_part(09134386,09134999).
derivationally_related_form(09620078,02649830).
member_of_domain_region(08860123,13390857).
derivationally_related_form(10485440,02580577).
has_part(02900160,02844714).
derivationally_related_form(01770501,07289014).
derivationally_related_form(01703326,06379568).
hypernym(14550469,14548343).
hypernym(14045141,14044930).
derivationally_related_form(00930806,05916306).
derivationally_related_form(01451502,02970849).
derivationally_related_form(00447540,01574292).
member_meronym(01471070,01479937).
hypernym(07305760,07357101).
has_part(09141526,09143786).
derivationally_related_form(02125641,04980008).
derivationally_related_form(00594058,06199142).
has_part(05475134,05466892).
synset_domain_topic_of(00114291,00243918).
hypernym(06611998,06612266).
hypernym(13975752,13972797).
derivationally_related_form(00211396,14040846).
derivationally_related_form(02465693,02123424).
synset_domain_topic_of(01683271,00933420).
hypernym(09909760,10004804).
hypernym(06417096,06416946).
derivationally_related_form(01426077,05913275).
has_part(04563204,02909870).
derivationally_related_form(00364868,13451348).
derivationally_related_form(01022064,05022457).
hypernym(06824227,06818970).
hypernym(10262183,00007846).
has_part(11748501,07737745).
hypernym(02660769,01429349).
derivationally_related_form(01004550,00387897).
hypernym(14035298,14034177).
hypernym(01667449,01291069).
hypernym(12497492,11585340).
derivationally_related_form(05047279,00121865).
derivationally_related_form(02391803,00165178).
hypernym(07172756,07138085).
hypernym(01853542,01854132).
hypernym(10587605,10171567).
hypernym(01076046,00030358).
derivationally_related_form(07365024,01369758).
derivationally_related_form(02576921,05906554).
derivationally_related_form(06152821,10693824).
derivationally_related_form(10140314,00592795).
hypernym(01974773,01767661).
hypernym(12136206,13129165).
hypernym(12629523,11585340).
hypernym(01687569,01686132).
hypernym(13723470,13717155).
hypernym(12323411,11562747).
hypernym(05352291,05333777).
hypernym(11950028,11579418).
derivationally_related_form(05772667,00644583).
hypernym(02046321,01507175).
hypernym(00276214,00276373).
also_see(00666058,01535709).
member_meronym(11667562,12410381).
synset_domain_topic_of(02734423,06123363).
hypernym(14304060,14299637).
derivationally_related_form(00113726,02094569).
derivationally_related_form(13810615,08400965).
hypernym(00017222,00004475).
hypernym(08070850,08419984).
member_meronym(08324514,09944160).
instance_hypernym(11120834,10622053).
hypernym(02533424,01432517).
instance_hypernym(08034028,08392137).
hypernym(02076999,02015598).
derivationally_related_form(00388635,00967157).
derivationally_related_form(00751887,05197797).
hypernym(01805801,01803078).
derivationally_related_form(01817500,05166805).
hypernym(00838816,00838367).
synset_domain_topic_of(15299585,01090446).
hypernym(01414986,01388130).
hypernym(01559294,01507175).
hypernym(15181556,15203791).
member_meronym(01360330,01360712).
derivationally_related_form(00311809,10596689).
member_meronym(08108972,08109624).
hypernym(03182140,03407122).
hypernym(06633041,06630017).
hypernym(01395254,01389507).
hypernym(02348405,01862557).
has_part(09108164,09108728).
derivationally_related_form(01449427,00333037).
hypernym(02197048,01762525).
derivationally_related_form(02718543,01170175).
hypernym(01388130,08108972).
derivationally_related_form(08656590,01088923).
hypernym(04062644,02691156).
has_part(08831004,08832691).
hypernym(00451648,00449692).
verb_group(01637982,02154508).
derivationally_related_form(01262113,01463259).
hypernym(12431434,12425281).
hypernym(04080454,03003730).
has_part(02326432,07666521).
derivationally_related_form(01896031,01392080).
hypernym(00751567,00746718).
derivationally_related_form(07527352,01363613).
derivationally_related_form(00775943,10503247).
hypernym(00397191,06362953).
derivationally_related_form(05965586,10390199).
hypernym(00562280,00556313).
derivationally_related_form(00332835,08509442).
hypernym(03921337,02707683).
synset_domain_topic_of(08026539,00759694).
hypernym(04935528,04935239).
derivationally_related_form(00311663,04664964).
hypernym(13317002,13315999).
member_meronym(02551824,02652335).
hypernym(11522206,11521940).
hypernym(07556970,07570720).
derivationally_related_form(05040275,02324397).
instance_hypernym(09441725,09411430).
hypernym(00414179,00413239).
derivationally_related_form(01767661,02642634).
hypernym(01392080,01532589).
derivationally_related_form(01984317,00076884).
hypernym(00156625,00156390).
derivationally_related_form(01860497,00913065).
member_meronym(01576506,01576695).
derivationally_related_form(13471681,00519363).
derivationally_related_form(02598143,08310389).
hypernym(12495670,12495146).
derivationally_related_form(01972298,10076778).
derivationally_related_form(13794034,02629793).
synset_domain_topic_of(09943239,08199025).
synset_domain_topic_of(06535980,08441203).
hypernym(10441694,09605289).
derivationally_related_form(14433769,00514069).
hypernym(12344131,11567411).
member_meronym(01313093,02316392).
hypernym(01090446,01106808).
instance_hypernym(09131654,08655464).
derivationally_related_form(00357332,13544073).
hypernym(01663659,01657723).
hypernym(00244625,00243900).
synset_domain_topic_of(01960296,00299217).
synset_domain_topic_of(06755776,06000644).
hypernym(01185475,01178565).
hypernym(01635176,01629276).
member_meronym(02514575,02527813).
hypernym(13174206,13167078).
derivationally_related_form(01149480,01583656).
derivationally_related_form(02310482,00089351).
derivationally_related_form(02510446,02668523).
hypernym(01566185,01564144).
hypernym(11989266,11579418).
instance_hypernym(11399866,10705615).
synset_domain_topic_of(01081852,00523513).
verb_group(02116980,01162754).
member_meronym(02470451,02471467).
derivationally_related_form(01009240,07203126).
has_part(09033333,09034402).
synset_domain_topic_of(01104509,00471613).
has_part(05485554,05340795).
hypernym(04248607,03925226).
hypernym(13534098,13446390).
derivationally_related_form(02688794,03641706).
derivationally_related_form(00408852,06214744).
hypernym(02625016,02624263).
also_see(00647070,00645493).
derivationally_related_form(00238527,01644050).
hypernym(00294868,00283127).
hypernym(00134737,00126264).
hypernym(04563204,04574999).
hypernym(13792183,13791389).
hypernym(00398585,00397953).
hypernym(07681926,07679356).
member_meronym(13038944,13047216).
hypernym(01085677,00680145).
member_meronym(11668573,12154228).
derivationally_related_form(00746718,07170467).
hypernym(02360781,02355227).
hypernym(13717155,13609214).
hypernym(09880427,10372373).
hypernym(01463520,00277659).
hypernym(13872592,13865483).
derivationally_related_form(01460029,04332243).
hypernym(01607716,01467370).
hypernym(02271427,01342529).
derivationally_related_form(08368308,09863936).
hypernym(00321936,00322847).
member_meronym(13172107,13178500).
synset_domain_topic_of(09837459,08199025).
also_see(00430191,00433115).
hypernym(12185526,14959234).
derivationally_related_form(02246686,01085337).
hypernym(12121405,11556857).
derivationally_related_form(02712443,01257145).
member_meronym(08214272,08214470).
instance_hypernym(09026360,08524735).
member_meronym(13220842,13225729).
hypernym(02379430,02377703).
derivationally_related_form(00782527,10699752).
derivationally_related_form(14619225,00330144).
derivationally_related_form(00105554,00431005).
member_meronym(12724201,12729729).
hypernym(01904120,01994442).
hypernym(09886010,10320863).
member_meronym(02400139,02422561).
derivationally_related_form(05760202,00611256).
derivationally_related_form(00256862,00366317).
synset_domain_topic_of(08045140,00759694).
hypernym(05123760,05123416).
derivationally_related_form(10389398,02204692).
hypernym(06581410,06568978).
derivationally_related_form(02100632,02855089).
hypernym(10725438,10411551).
synset_domain_topic_of(06356755,06128570).
synset_domain_topic_of(07046737,07020895).
hypernym(00981369,00981180).
hypernym(01262713,00391599).
hypernym(00930868,00929718).
hypernym(10627349,00007846).
derivationally_related_form(00429440,10062996).
hypernym(15244351,15242955).
derivationally_related_form(00368847,00612114).
hypernym(04538878,02740764).
synset_domain_topic_of(08101085,06037666).
member_meronym(01648818,01649170).
derivationally_related_form(01822936,07505047).
derivationally_related_form(02217695,13365698).
member_meronym(02507337,02509694).
member_meronym(01605119,01613909).
hypernym(14607521,14818238).
hypernym(01421807,01389507).
derivationally_related_form(02544348,10119200).
has_part(02782778,04300741).
member_meronym(12280886,12281788).
hypernym(12220019,13112664).
member_meronym(06498569,06838112).
member_meronym(01696849,01697002).
member_meronym(08176077,08979054).
derivationally_related_form(14018567,01190494).
member_meronym(11804604,11812358).
derivationally_related_form(10401639,02295208).
member_meronym(01639369,01640383).
hypernym(01083077,00030358).
hypernym(07730708,07710283).
instance_hypernym(09095023,08655464).
derivationally_related_form(00338817,05697363).
derivationally_related_form(02169702,05657718).
member_meronym(12322887,12327209).
member_meronym(02257536,02257715).
derivationally_related_form(01825671,05190804).
hypernym(02549989,02528163).
hypernym(03511786,03892891).
member_of_domain_usage(06845599,03837157).
derivationally_related_form(02344381,07295629).
hypernym(01995686,01994492).
synset_domain_topic_of(11085924,06453849).
derivationally_related_form(03965907,01387301).
derivationally_related_form(00269963,01631072).
hypernym(00734348,00628491).
derivationally_related_form(01890792,04625515).
derivationally_related_form(00878348,14580090).
derivationally_related_form(07495551,09779280).
hypernym(05223550,05223370).
hypernym(12150028,13122364).
member_of_domain_usage(06845599,03757428).
member_meronym(12847254,12847374).
member_meronym(12488121,12490054).
hypernym(10383816,09614315).
derivationally_related_form(04761517,00627410).
instance_hypernym(08772667,08524735).
member_of_domain_region(08887841,08046759).
derivationally_related_form(00235918,13582013).
hypernym(12974826,14867858).
hypernym(03579355,03169390).
hypernym(12742741,13100677).
hypernym(01222859,01221790).
hypernym(08464601,07950920).
member_meronym(02226598,02227430).
derivationally_related_form(09957834,06212650).
derivationally_related_form(03067506,10995592).
synset_domain_topic_of(02299687,00092366).
member_meronym(12916935,12922283).
derivationally_related_form(02919275,09958892).
hypernym(04682319,04682462).
verb_group(00309792,00309582).
hypernym(00788473,00786195).
hypernym(12215579,13112664).
verb_group(01679433,01364184).
derivationally_related_form(07926642,10286855).
has_part(05552607,05385161).
instance_hypernym(08798771,08597727).
also_see(01921964,01978576).
derivationally_related_form(00362348,01076046).
hypernym(04242704,02880940).
derivationally_related_form(00428270,01965464).
member_meronym(01360330,01361973).
member_meronym(11529603,11534677).
derivationally_related_form(04837931,01352067).
derivationally_related_form(02035919,13869327).
hypernym(11621281,11621029).
hypernym(12662379,13112664).
synset_domain_topic_of(01195380,08441203).
derivationally_related_form(01233027,00125436).
member_of_domain_usage(06851742,02765247).
instance_hypernym(09238425,09403734).
member_meronym(02323715,02325211).
hypernym(11708658,13104059).
derivationally_related_form(10201535,01721754).
derivationally_related_form(01628449,00235435).
derivationally_related_form(00515154,01134861).
member_meronym(02500144,02500267).
derivationally_related_form(07080868,00940384).
derivationally_related_form(00445940,14879750).
synset_domain_topic_of(02207206,01090446).
derivationally_related_form(00352826,05868477).
synset_domain_topic_of(06224439,06226057).
verb_group(00874002,02359061).
hypernym(00428870,01164273).
member_meronym(11746776,11750359).
hypernym(14122235,14122053).
hypernym(14167426,14195315).
derivationally_related_form(07326880,02712443).
derivationally_related_form(10743675,00940384).
hypernym(03073977,04515129).
hypernym(00253761,00126264).
derivationally_related_form(01543123,00344259).
derivationally_related_form(07181043,02742638).
hypernym(14431637,14431471).
member_meronym(02652335,02652668).
has_part(08701942,08701719).
member_meronym(12838027,12853901).
hypernym(02172182,02171869).
derivationally_related_form(00582868,02415831).
derivationally_related_form(07939638,00739662).
synset_domain_topic_of(00135578,06431740).
hypernym(01857171,01507175).
member_meronym(11700676,11700864).
derivationally_related_form(02148788,10070563).
member_meronym(12280886,12282737).
hypernym(00447158,00205885).
verb_group(01028748,00971015).
hypernym(13013187,11592146).
has_part(08811982,08812166).
hypernym(09855433,10794014).
hypernym(07788435,07787715).
hypernym(02216083,02327200).
derivationally_related_form(02225492,10553627).
derivationally_related_form(14046202,02983097).
hypernym(07755707,07755411).
hypernym(12793015,12205694).
member_of_domain_region(08859173,06960778).
hypernym(11956348,13085113).
derivationally_related_form(01323449,00829107).
has_part(05552607,05383467).
hypernym(10120330,10162507).
member_meronym(12162905,12163035).
derivationally_related_form(01049737,00544842).
hypernym(10493093,10191943).
derivationally_related_form(01781983,07520612).
derivationally_related_form(00851933,06767693).
instance_hypernym(08927678,08524735).
hypernym(05651242,00023271).
derivationally_related_form(10460806,00935247).
hypernym(14369744,14299637).
derivationally_related_form(02169119,05637106).
verb_group(02190188,00461493).
hypernym(02442737,02441022).
derivationally_related_form(00360757,00641252).
member_of_domain_region(08766988,07888465).
hypernym(05085572,05084201).
hypernym(02533282,02131279).
derivationally_related_form(01447868,00357023).
derivationally_related_form(00606093,00894552).
derivationally_related_form(07019172,01501113).
derivationally_related_form(05192451,02678663).
hypernym(00024814,00109660).
has_part(13623636,13623455).
hypernym(13945102,00024720).
member_meronym(02197048,02197185).
hypernym(13298935,13298701).
hypernym(00977336,01010118).
derivationally_related_form(04360501,01217043).
verb_group(02289295,02291258).
member_meronym(11776861,11777080).
has_part(06595351,06268784).
has_part(04543158,04543772).
hypernym(11824548,11573660).
has_part(08494231,04088797).
hypernym(05673908,05679611).
synset_domain_topic_of(03446832,00464894).
derivationally_related_form(01921204,10442232).
derivationally_related_form(01628449,10355449).
also_see(02385102,01382086).
has_part(09112282,09113479).
hypernym(07348870,07314838).
hypernym(01020356,00993014).
derivationally_related_form(01773346,07548978).
derivationally_related_form(00961329,06763273).
hypernym(00179311,00173338).
hypernym(02511551,00697589).
hypernym(00731789,00464321).
derivationally_related_form(02478059,10214390).
derivationally_related_form(03244388,01930874).
hypernym(07353376,07283608).
hypernym(06605897,06601327).
derivationally_related_form(02298471,00082081).
has_part(04021798,03156405).
hypernym(00644066,00193486).
member_meronym(12740196,12747563).
derivationally_related_form(09847727,02613275).
derivationally_related_form(02061069,06879056).
derivationally_related_form(05786372,00739082).
hypernym(08190482,08198398).
also_see(01535709,01640850).
instance_hypernym(08044265,08392137).
hypernym(01986185,01989873).
hypernym(02004701,02004874).
instance_hypernym(11348160,09765278).
hypernym(10253995,10249270).
hypernym(00239910,00235435).
hypernym(08241798,08240633).
hypernym(12782774,11567411).
hypernym(06014435,06013741).
member_of_domain_usage(06845599,04419315).
derivationally_related_form(07084166,00982293).
derivationally_related_form(01811441,07511733).
synset_domain_topic_of(13250244,08059412).
hypernym(01786048,01759182).
derivationally_related_form(10493093,06781581).
member_of_domain_usage(06295235,03001282).
verb_group(01957529,02102398).
derivationally_related_form(06080522,10429965).
hypernym(02573275,02574205).
hypernym(14127211,14122053).
derivationally_related_form(01903617,01323599).
verb_group(00435853,00125078).
derivationally_related_form(06615561,01807882).
derivationally_related_form(00403783,00069879).
hypernym(14619225,00019613).
member_meronym(01341876,01342269).
instance_hypernym(08824771,08633957).
derivationally_related_form(10525134,00233335).
hypernym(10515194,09615465).
derivationally_related_form(02787772,02310855).
member_meronym(12808227,12892226).
member_meronym(01605119,01607103).
derivationally_related_form(06220616,10618848).
derivationally_related_form(00135285,06366581).
member_meronym(02055280,02055658).
derivationally_related_form(01672168,03819595).
member_meronym(08304135,08773098).
derivationally_related_form(00014742,10610465).
has_part(12638218,07751451).
derivationally_related_form(10645611,01711445).
hypernym(07027458,07027180).
hypernym(11899027,11575425).
derivationally_related_form(02642238,10478626).
derivationally_related_form(07434209,01967373).
hypernym(00923444,01094725).
instance_hypernym(09136182,08524735).
derivationally_related_form(02756098,00044797).
instance_hypernym(11201386,10702781).
hypernym(10752930,09939313).
derivationally_related_form(00797697,00180413).
derivationally_related_form(13875970,01391280).
hypernym(06223669,05946687).
hypernym(12240715,11575425).
has_part(03488438,03485997).
hypernym(00899956,00897241).
derivationally_related_form(07277158,10437262).
instance_hypernym(08945277,08574314).
derivationally_related_form(00009147,13555599).
hypernym(01770802,01767949).
derivationally_related_form(00097394,11486708).
hypernym(01930482,01912159).
has_part(09124039,09343422).
synset_domain_topic_of(08015731,00759694).
hypernym(12807773,12806732).
derivationally_related_form(01728355,09760913).
derivationally_related_form(00948853,06807198).
derivationally_related_form(01007222,06622709).
hypernym(07110615,00033020).
also_see(01438902,01295275).
derivationally_related_form(02448185,08164585).
hypernym(05739043,00791527).
synset_domain_topic_of(01930738,00298497).
member_of_domain_region(08831004,10675142).
derivationally_related_form(00020671,14026592).
derivationally_related_form(02120451,14325437).
derivationally_related_form(01230555,00135952).
derivationally_related_form(07330666,00702969).
has_part(08894456,08895928).
hypernym(10533983,09610660).
synset_domain_topic_of(01185981,08441203).
hypernym(11652376,13108841).
also_see(01507134,00506299).
hypernym(05748786,05748285).
member_meronym(12737383,12738480).
hypernym(01137582,01133825).
derivationally_related_form(00263947,00510364).
derivationally_related_form(00685638,04863969).
synset_domain_topic_of(06599655,00704305).
hypernym(03532672,03736970).
hypernym(12023108,12205694).
derivationally_related_form(01223182,13877918).
hypernym(02315277,02314275).
hypernym(00604930,00604576).
hypernym(06879056,06877078).
member_meronym(12792638,12793695).
synset_domain_topic_of(06480506,08441203).
hypernym(11896722,11878283).
hypernym(00990812,01029852).
hypernym(07228211,07226545).
hypernym(02676789,02676054).
derivationally_related_form(00825975,06713187).
hypernym(12023407,11915214).
derivationally_related_form(00689673,02215001).
derivationally_related_form(00252990,00249501).
derivationally_related_form(13655262,10315561).
hypernym(02356567,02229055).
derivationally_related_form(02253456,10409752).
derivationally_related_form(10603528,02640440).
hypernym(01063695,00752764).
has_part(08808292,08808452).
member_of_domain_usage(06851742,02926044).
member_meronym(12319687,12321669).
hypernym(14563564,13920835).
derivationally_related_form(07458453,01086103).
hypernym(02538985,02512938).
hypernym(10154013,10632576).
hypernym(06471345,06470073).
derivationally_related_form(10151570,02159427).
derivationally_related_form(01162754,00418903).
hypernym(02249673,01762525).
hypernym(12533992,11585340).
hypernym(01794460,01507175).
derivationally_related_form(00444309,02850732).
hypernym(10285938,09918248).
derivationally_related_form(01853069,04021798).
hypernym(02580678,02579447).
member_of_domain_usage(06845599,03762809).
derivationally_related_form(00443384,14110411).
hypernym(02271137,02267060).
hypernym(14462666,00024720).
hypernym(10574154,10622053).
hypernym(06707555,06706676).
hypernym(02663340,02657219).
synset_domain_topic_of(08647616,07006119).
hypernym(02176611,01762525).
has_part(06453324,06436443).
derivationally_related_form(06740402,01645601).
member_of_domain_region(08860123,06610436).
synset_domain_topic_of(11523839,06037666).
instance_hypernym(09044862,08702805).
hypernym(07622061,07555863).
derivationally_related_form(10660729,02066304).
hypernym(01667570,01656813).
verb_group(00074038,00072012).
hypernym(12778926,11534677).
hypernym(14597758,14597413).
derivationally_related_form(00348008,01924882).
hypernym(01457407,02528163).
member_meronym(01975312,01975687).
member_meronym(01652583,01653384).
hypernym(05776212,05775407).
derivationally_related_form(07313241,01387786).
derivationally_related_form(02262601,10414612).
derivationally_related_form(07172979,00956405).
hypernym(01523908,01342529).
hypernym(07956426,07951464).
has_part(09006413,09008723).
hypernym(13037124,11592146).
hypernym(02471467,01862557).
derivationally_related_form(00854420,00752431).
hypernym(11769002,11567411).
derivationally_related_form(02981759,06786629).
derivationally_related_form(10057714,03684823).
synset_domain_topic_of(01708676,00428270).
has_part(05219923,05514410).
hypernym(02366702,01862557).
hypernym(10615334,09977660).
derivationally_related_form(00550016,01724185).
derivationally_related_form(13758745,02291708).
hypernym(01104624,01101913).
hypernym(04980463,04980008).
member_meronym(12405209,12408466).
hypernym(04206356,03343853).
instance_hypernym(09252273,09411430).
derivationally_related_form(02859053,08582837).
hypernym(01194021,01189282).
derivationally_related_form(00739662,01013434).
hypernym(06617752,06613686).
hypernym(05276860,05269901).
synset_domain_topic_of(01946408,02858304).
derivationally_related_form(01596404,00149699).
derivationally_related_form(07250339,00968211).
hypernym(09940146,10415638).
derivationally_related_form(01884383,00335988).
hypernym(13366137,13365286).
hypernym(12571194,11585340).
hypernym(02509071,01864707).
derivationally_related_form(10619492,02388950).
member_of_domain_region(08860123,10565502).
derivationally_related_form(07429484,01888784).
hypernym(12626030,11585340).
member_meronym(12148962,12149521).
derivationally_related_form(01489722,14425974).
derivationally_related_form(10007109,02584097).
also_see(00433115,00430191).
derivationally_related_form(07812184,02192570).
hypernym(10417682,00007846).
has_part(02687172,02742468).
hypernym(00156601,00169651).
derivationally_related_form(01097743,00213694).
hypernym(12747563,11562747).
derivationally_related_form(07289014,00070816).
hypernym(07452699,07450842).
has_part(09207288,08913434).
hypernym(02261642,02200686).
derivationally_related_form(00284101,01917980).
instance_hypernym(08722084,08524735).
derivationally_related_form(02421199,00623545).
hypernym(02653381,02603699).
hypernym(12094121,11567411).
hypernym(00462092,02510337).
derivationally_related_form(00689673,13273550).
derivationally_related_form(00011551,04838727).
derivationally_related_form(10207831,00784727).
derivationally_related_form(01066163,00460900).
hypernym(11917835,12205694).
hypernym(10001481,10450303).
instance_hypernym(09142674,08524735).
hypernym(14712692,14727670).
derivationally_related_form(00136254,15006258).
derivationally_related_form(02041206,07348545).
hypernym(02210567,01762525).
hypernym(02421921,02421374).
derivationally_related_form(00639556,02532595).
synset_domain_topic_of(01358191,00917211).
hypernym(11714382,13111174).
derivationally_related_form(01934440,02625975).
member_meronym(02518813,02518990).
derivationally_related_form(06611376,00839526).
hypernym(06380726,06377442).
hypernym(04876053,04874672).
hypernym(09989168,10282482).
instance_hypernym(08937995,08633957).
has_part(09111366,09351647).
instance_hypernym(08748499,09316454).
has_part(02156871,02464626).
hypernym(14456752,14456138).
hypernym(14233267,14219661).
derivationally_related_form(14359459,00003826).
derivationally_related_form(02546876,04886881).
derivationally_related_form(00988287,04626705).
has_part(04560292,04287153).
hypernym(00705778,00705517).
hypernym(04372370,03096960).
hypernym(06389553,05128519).
hypernym(10609556,09632518).
hypernym(00789534,00077419).
derivationally_related_form(04674715,02133435).
hypernym(14299070,14285662).
has_part(12578626,07726672).
hypernym(00030358,00029378).
hypernym(04027367,04043733).
hypernym(00645241,00644583).
derivationally_related_form(00105479,01507143).
synset_domain_topic_of(09593651,07979425).
hypernym(05131647,05131283).
derivationally_related_form(00320852,01389776).
has_part(08766988,08775784).
derivationally_related_form(02331326,02686379).
hypernym(15171008,15157225).
hypernym(00492410,02547225).
hypernym(04521987,03058107).
hypernym(00014742,00014405).
hypernym(02649082,01432517).
derivationally_related_form(02497062,00787832).
member_meronym(06498569,06837465).
derivationally_related_form(02608176,10352299).
hypernym(02514575,08103777).
